1,1,0.0,9.58,16.92,39.32,1,1,1.0
1,2,51.0,58.51,125.82,65.53999999999999,1,1,1.0
1,3,91.49,0.0,228.49,62.28,1,1,1.0
1,4,312.55,0.0,400.24999999999994,116.12,1,1,1.0
2,1,0.0,9.58,16.92,39.32,1,1,1.0
2,2,30.03,55.02,125.82,65.53,1,1,1.0
2,3,91.49,0.0,228.49,62.28,1,1,1.0
2,4,311.8,0.0,400.46,116.12,1,1,1.0
3,1,0.0,9.58,16.92,39.32,1,1,1.0
3,2,17.8,54.15,119.7,59.449999999999996,1,1,1.0
3,3,91.49,0.0,228.49,62.28,1,1,1.0
3,4,311.05,0.0,400.66,116.12,1,1,1.0
4,1,0.0,9.58,16.92,39.32,1,1,1.0
4,2,0.0,50.65,117.4,59.449999999999996,1,1,1.0
4,3,91.49,0.0,228.49,62.28,1,1,1.0
4,4,310.3,0.0,400.86999999999995,116.12,1,1,1.0
5,1,0.0,9.58,16.92,39.32,1,1,1.0
5,2,0.0,50.65,95.6,59.449999999999996,1,1,1.0
5,3,91.49,0.0,228.49,62.28,1,1,1.0
5,4,309.55,0.0,401.08,116.12,1,1,1.0
6,1,0.0,9.58,16.92,39.32,1,1,1.0
6,2,0.0,50.65,75.5,48.949999999999996,1,1,1.0
6,3,91.49,0.0,228.49,62.28,1,1,1.0
6,4,308.8,0.0,401.29,116.12,1,1,1.0
7,1,0.0,9.58,16.92,39.32,1,1,1.0
7,2,0.0,50.65,64.1,46.35,1,1,1.0
7,3,91.49,0.0,228.49,62.28,1,1,1.0
7,4,308.05,0.0,401.48999999999995,116.12,1,1,1.0
8,1,0.0,9.58,16.92,39.32,1,1,1.0
8,2,0.0,42.79,59.73,46.35,1,1,1.0
8,3,91.49,0.0,228.49,62.28,1,1,1.0
8,4,307.3,0.0,401.7,116.12,1,1,1.0
9,1,0.0,9.58,16.92,39.32,1,1,1.0
9,2,0.0,42.79,28.3,46.35,1,1,1.0
9,3,91.49,0.0,228.49,62.28,1,1,1.0
9,4,307.3,0.0,401.7,116.0,1,1,1.0
10,1,0.0,9.58,16.92,39.32,1,1,1.0
10,2,0.0,42.79,11.7,36.71,1,1,1.0
10,5,909.84,185.21,50.15999999999997,80.39000000000001,1,1,1.0
10,3,91.49,0.0,228.49,62.28,1,1,1.0
10,4,307.3,0.0,401.7,115.88,1,1,1.0
11,1,0.0,9.58,16.92,39.32,1,1,1.0
11,2,0.0,42.79,11.7,36.71,1,1,1.0
11,5,864.4,184.3,95.60000000000002,81.30000000000001,1,1,1.0
11,3,91.49,0.0,228.49,62.28,1,1,1.0
11,4,307.3,0.0,401.7,115.77,1,1,1.0
12,1,0.0,9.58,16.92,39.32,1,1,1.0
12,2,0.0,42.79,11.7,36.71,1,1,1.0
12,5,819.8,172.1,140.20000000000005,93.50000000000003,1,1,1.0
12,3,91.49,0.0,228.49,62.28,1,1,1.0
12,4,307.3,0.0,401.7,115.65,1,1,1.0
13,1,0.0,9.58,16.92,39.32,1,1,1.0
13,2,0.0,42.79,11.7,36.71,1,1,1.0
13,5,777.9,155.5,182.10000000000002,110.10000000000002,1,1,1.0
13,3,91.49,0.0,228.49,62.28,1,1,1.0
13,4,307.3,0.0,401.7,115.53,1,1,1.0
14,1,0.0,9.58,16.92,39.32,1,1,1.0
14,2,0.0,42.79,11.7,36.71,1,1,1.0
14,5,732.5,149.4,227.5,116.20000000000002,1,1,1.0
14,6,0.0,168.61,21.29,60.28999999999999,1,1,1.0
14,3,91.49,0.0,228.49,62.28,1,1,1.0
14,4,307.3,0.0,401.7,115.41,1,1,1.0
15,1,0.0,9.58,16.92,39.32,1,1,1.0
15,2,0.0,42.79,11.7,36.71,1,1,1.0
15,5,693.18,142.4,266.82000000000005,118.79999999999998,1,1,1.0
15,6,0.0,168.61,37.9,72.48999999999998,1,1,1.0
15,3,91.49,0.0,228.49,62.28,1,1,1.0
15,4,307.3,0.0,401.7,115.29,1,1,1.0
16,5,654.73,134.5,275.56999999999994,118.80000000000001,1,1,1.0
16,6,0.0,168.61,58.9,89.99000000000001,1,1,1.0
16,3,91.49,0.0,228.49,62.28,1,1,1.0
16,4,307.3,0.0,401.7,115.18,1,1,1.0
17,5,614.54,130.1,270.36,106.6,1,1,1.0
