1,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
1,2,120.03,331.14,139.79999999999998,61.160000000000025,1,1,1.0
1,3,732.55,265.6,73.40000000000009,40.19999999999999,1,1,1.0
2,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
2,2,95.56,334.63,139.81,61.170000000000016,1,1,1.0
2,3,717.7,268.22,76.89999999999998,40.19999999999999,1,1,1.0
3,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
3,2,72.84,338.13,139.81,61.160000000000025,1,1,1.0
3,3,705.46,269.1,76.90999999999997,40.19,1,1,1.0
4,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
4,2,47.5,345.99,150.3,61.15999999999997,1,1,1.0
4,3,691.48,271.72,76.90999999999997,40.19,1,1,1.0
5,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
5,2,21.29,346.86,150.3,61.16999999999996,1,1,1.0
5,3,677.5,271.72,79.60000000000002,40.19,1,1,1.0
6,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
6,2,0.0,349.47,146.28,69.91999999999996,1,1,1.0
6,3,662.65,275.21,79.60000000000002,40.200000000000045,1,1,1.0
7,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
7,2,0.0,349.47,126.2,72.52999999999997,1,1,1.0
7,3,646.92,273.5,81.38,46.27999999999997,1,1,1.0
8,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
8,2,0.0,355.6,102.6,72.5,1,1,1.0
8,3,633.82,277.0,82.27999999999997,46.26999999999998,1,1,1.0
9,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
9,2,0.0,357.3,79.9,70.80000000000001,1,1,1.0
9,3,621.58,280.49,82.28999999999996,46.27999999999997,1,1,1.0
10,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
10,2,0.0,362.5,51.9,65.60000000000002,1,1,1.0
10,3,604.98,282.24,84.91999999999996,46.26999999999998,1,1,1.0
11,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
11,2,0.0,375.6,30.1,52.5,1,1,1.0
11,3,591.0,285.73,84.91999999999996,46.27999999999997,1,1,1.0
12,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
12,3,570.0,285.73,93.70000000000005,46.27999999999997,1,1,1.0
13,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
13,3,559.5,286.61,89.35000000000002,46.26999999999998,1,1,1.0
14,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
14,3,542.9,290.1,89.34000000000003,46.27999999999997,1,1,1.0
15,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
15,3,528.04,291.85,89.35000000000002,46.27999999999997,1,1,1.0
16,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
16,3,507.07,297.09,96.32999999999998,46.28000000000003,1,1,1.0
17,1,204.79,249.0,100.47999999999999,45.44,1,1,1.0
